1,2
2,36
3,104
4,254
5,307
6,308
7,269
8,250
9,215
10,203
11,226
12,185
13,165
14,156
15,138
16,149
17,125
18,104
19,108
20,127
21,97
22,110
23,96
24,94
25,108
26,82
27,89
28,85
29,82
30,71
31,58
32,67
33,57
34,85
35,68
36,46
37,52
38,69
39,52
40,50
41,50
42,43
43,37
44,54
45,39
46,44
47,36
48,43
49,35
50,40
51,34
52,37
53,39
54,29
55,43
56,30
57,28
58,22
59,21
60,30
61,31
62,22
63,27
64,28
65,25
66,25
67,21
68,25
69,28
70,25
71,17
72,21
73,25
74,28
75,19
76,19
77,20
78,17
79,26
80,21
81,20
82,22
83,25
84,12
85,13
86,16
87,16
88,19
89,18
90,17
91,10
92,11
93,16
94,15
95,12
96,13
97,14
98,16
99,12
100,11
101,8
102,13
103,6
104,11
105,10
106,15
107,14
108,12
109,9
110,7
111,11
112,8
113,9
114,11
115,5
116,9
117,4
118,3
119,6
120,9
121,6
122,10
123,5
124,8
125,10
126,10
127,6
128,8
129,4
130,6
131,8
132,9
133,14
134,6
135,7
136,6
137,6
138,5
139,7
140,6
141,8
142,6
143,5
144,4
145,3
146,7
147,10
148,8
149,8
150,4
151,7
152,10
153,4
154,8
155,6
156,8
157,7
158,5
159,6
160,4
161,5
162,3
163,5
164,1
165,4
166,9
167,5
168,3
169,9
170,4
171,5
172,5
173,2
174,1
175,1
176,5
177,6
178,6
179,1
180,6
181,2
182,2
183,3
184,3
185,4
186,4
187,4
188,5
189,4
190,5
191,1
192,4
193,5
194,5
195,4
196,3
197,3
198,3
199,4
200,3
201,2
202,4
203,3
204,2
205,3
206,7
207,5
208,2
209,2
210,3
212,6
213,3
214,3
215,1
216,1
217,3
218,3
219,4
221,1
223,3
224,3
225,4
226,1
227,5
228,2
229,2
230,4
231,1
232,3
233,2
234,4
235,4
237,2
238,6
239,1
240,3
242,4
243,2
244,2
246,5
247,4
248,1
249,3
250,1
251,3
252,1
253,3
254,3
255,3
257,2
258,1
259,1
260,2
261,2
262,2
263,2
264,2
265,5
266,2
267,4
268,1
269,3
270,1
271,6
272,3
273,2
274,2
276,3
277,2
278,1
279,2
280,2
281,3
282,3
283,1
284,2
285,2
290,4
295,3
296,2
298,2
299,4
300,1
301,1
303,2
304,2
305,2
306,1
308,1
310,2
311,1
312,1
313,2
314,1
315,3
316,4
318,3
320,3
321,1
322,1
325,3
327,1
328,2
329,1
330,1
332,2
333,2
334,4
336,2
338,1
339,2
341,3
342,3
343,1
344,1
346,1
349,1
350,2
352,2
353,1
356,3
357,1
359,1
360,2
361,3
363,2
364,1
366,2
367,3
368,1
371,1
373,1
374,2
377,2
379,1
380,1
382,1
384,2
386,1
387,1
388,1
390,2
394,1
398,3
399,1
400,1
401,2
405,1
407,1
408,1
409,1
411,1
414,1
417,2
421,2
424,1
425,1
428,1
430,1
431,2
432,2
433,1
435,1
437,2
438,1
439,1
440,1
443,1
446,2
452,2
456,1
457,1
459,1
460,1
462,2
465,1
468,1
469,1
476,2
483,1
489,1
492,1
500,1
502,1
503,2
508,1
509,2
510,1
512,2
514,1
521,1
527,1
529,1
530,2
532,1
535,1
540,1
541,1
543,1
548,1
551,1
555,1
556,1
565,4
567,1
569,2
570,1
571,1
572,1
573,1
575,2
577,1
579,1
583,1
587,1
589,1
590,1
591,1
598,1
599,1
606,1
615,1
627,1
631,1
635,1
637,1
638,1
646,1
658,2
659,1
661,2
666,1
673,1
674,1
678,1
684,1
685,1
686,1
690,1
719,1
722,1
725,1
756,1
769,2
785,1
786,1
801,1
819,1
822,1
844,1
846,1
850,1
857,1
858,2
896,1
917,1
923,1
942,1
977,1
1040,1
1045,1
1048,1
1063,1
1084,1
1090,1
1104,1
1124,1
1127,1
1162,1
1164,1
1222,1
1226,1
1237,1
1243,1
1282,1
1351,1
1352,1
1357,1
1371,1
1396,1
1417,1
1464,2
1465,1
1489,1
1524,1
1531,1
1588,1
1593,1
1594,1
1797,1
1801,1
1822,1
1881,1
