1,2
2,36
3,104
4,255
5,312
6,310
7,273
8,258
9,230
10,209
11,235
12,178
13,187
14,153
15,159
16,155
17,117
18,109
19,146
20,102
21,117
22,138
23,105
24,91
25,98
26,98
27,97
28,96
29,86
30,66
31,89
32,89
33,98
34,66
35,55
36,60
37,59
38,70
39,71
40,56
41,50
42,44
43,55
44,57
45,45
46,56
47,44
48,59
49,43
50,40
51,47
52,43
53,55
54,32
55,46
56,44
57,39
58,62
59,27
60,36
61,29
62,24
63,26
64,35
65,35
66,32
67,20
68,24
69,24
70,32
71,33
72,24
73,26
74,29
75,38
76,51
77,37
78,16
79,20
80,22
81,30
82,21
83,9
84,18
85,3
86,19
87,33
88,28
89,39
90,47
91,60
92,4
93,528
